"icao","iata","name","city","country","latitude","longitude"
"FZOK","","Kasongo Airport","Kasongo","Congo (Kinshasa)","-4.532999992","26.61700058"
"FZOP","PUN","Punia Airport","Punia","Congo (Kinshasa)","-1.366999984","26.33300018"
"FZQA","FBM","Lubumbashi International Airport","Lubumashi","Congo (Kinshasa)","-11.59130001","27.53089905"
"FZQC","PWO","Pweto Airport","Pweto","Congo (Kinshasa)","-8.467000008","28.88299942"
"FZQG","KEC","Kasenga Airport","Kasenga","Congo (Kinshasa)","-10.35000038","28.63299942"
"FZQM","KWZ","Kolwezi Airport","Kolwezi","Congo (Kinshasa)","-10.76589966","25.50569916"
"FZRA","MNO","Manono Airport","Manono","Congo (Kinshasa)","-7.288889885","27.39439964"
"FZRB","BDV","Moba Airport","Moba","Congo (Kinshasa)","-7.066999912","29.78300095"
"FZRF","FMI","Kalemie Airport","Kalemie","Congo (Kinshasa)","-5.875559807","29.25"
"FZRM","KBO","Kabalo Airport","Kabalo","Congo (Kinshasa)","-6.083000183","26.91699982"
"FZRQ","KOO","Kongolo Airport","Kongolo","Congo (Kinshasa)","-5.39444","26.99"
"FZSA","KMN","Kamina Base Airport","Kamina Base","Congo (Kinshasa)","-8.642020226","25.25289917"
"FZSK","KAP","Kapanga Airport","Kapanga","Congo (Kinshasa)","-8.350000381","22.58300018"
"FZTK","KNM","Kaniama Airport","Kaniama","Congo (Kinshasa)","-7.583000183","24.14999962"
"FZUA","KGA","Kananga Airport","Kananga","Congo (Kinshasa)","-5.900050163","22.46920013"
"FZUG","LZA","Luiza Airport","Luiza","Congo (Kinshasa)","-7.183000088","22.39999962"
"FZUK","TSH","Tshikapa Airport","Tshikapa","Congo (Kinshasa)","-6.43833","20.794701"
"FZVA","LJA","Lodja Airport","Lodja","Congo (Kinshasa)","-3.417000055","23.45000076"
"FZVI","LBO","Lusambo Airport","Lusambo","Congo (Kinshasa)","-4.961669922","23.37829971"
"FZVM","MEW","Mweka Airport","Mweka","Congo (Kinshasa)","-4.849999905","21.54999924"
"FZVR","BAN","Basongo Airport","Basongo","Congo (Kinshasa)","-4.315802","20.414891"
"FZVS","PFR","Ilebo Airport","Ilebo","Congo (Kinshasa)","-4.329919","20.590124"
"FZWA","MJM","Mbuji Mayi Airport","Mbuji-mayi","Congo (Kinshasa)","-6.121240139","23.56900024"
"FZWC","GDJ","Gandajika Airport","Gandajika","Congo (Kinshasa)","-6.733","23.950001"
"FZWE","","Mwene-Ditu Airport","Mwene-Ditu","Congo (Kinshasa)","-6.982999802","23.08300018"
"FZWT","KBN","Tunta Airport","Kabinda","Congo (Kinshasa)","-6.132999897","24.4829998"
"GA04","","Mallards Landing Airport","Locust Grove","United States","33.36569977","-84.16519928"
"GA46","","Newnan Hospital Heliport","Bengassi","Mali","33.38090134","-84.8010025"
"GABG","","Bougouni Airport","Bougouni","Mali","11.44999981","-7.517000198"
"GABS","BKO","Modibo Keita International Airport","Bamako","Mali","12.5335","-7.94994"
"GAGM","GUD","Goundam Airport","Goundam","Mali","16.3614006","-3.599720001"
"GAGO","GAQ","Gao Airport","Gao","Mali","16.24839973","-0.005456"
"GAKA","KNZ","Kenieba Airport","Kenieba","Mali","12.83300018","-11.25"
"GAKO","KTX","Koutiala Airport","Koutiala","Mali","12.38300037","-5.467000008"
"GAKY","KYS","Kayes Dag Dag Airport","Kayes","Mali","14.48120022","-11.40439987"
"GAMB","MZI","Mopti Airport","Mopti","Mali","14.51280022","-4.079559803"
"GANK","NRM","Nara Airport","Nara","Mali","15.21700001","-7.267000198"
"GANR","NIX","Nioro du Sahel Airport","Nioro du Sahel","Mali","15.23810005","-9.576109886"
"GASK","KSS","Sikasso Airport","Sikasso","Mali","11.33300018","-5.699999809"
"GATB","TOM","Timbuktu Airport","Tombouctou","Mali","16.73049927","-3.007580042"
"GATS","","Tessalit Airport","Tessalit","Mali","20.24300003","0.977307975"
"GAYE","EYL","Yélimané Airport","Yélimané","Mali","15.13300037","-10.56700039"
"GBYD","BJL","Banjul International Airport","Banjul","Gambia","13.3380003","-16.6522007"
"GCFV","FUE","Fuerteventura Airport","Fuerteventura","Spain","28.45269966","-13.86380005"
"GCGM","GMZ","La Gomera Airport","La Gomera","Spain","28.02960014","-17.21459961"
"GCHI","VDE","Hierro Airport","Hierro","Spain","27.81480026","-17.88710022"
"GCLA","SPC","La Palma Airport","Santa Cruz De La Palma","Spain","28.626499","-17.7556"
"GCLP","LPA","Gran Canaria Airport","Gran Canaria","Spain","27.93190002","-15.38659954"
"GCRR","ACE","Lanzarote Airport","Arrecife","Spain","28.945499","-13.6052"
"GCTS","TFS","Tenerife South Airport","Tenerife","Spain","28.04450035","-16.57250023"
"GCXO","TFN","Tenerife Norte Airport","Tenerife","Spain","28.48270035","-16.34149933"
"GEML","MLN","Melilla Airport","Melilla","Spain","35.27980042","-2.956259966"
"GFBN","BTE","Sherbro International Airport","Bonthe","Sierra Leone","7.532420158","-12.51889992"
"GFBO","KBS","Bo Airport","Bo","Sierra Leone","7.944399834","-11.76099968"
"GFGK","GBK","Gbangbatok Airport","Gbangbatok","Sierra Leone","7.767000198","-12.38300037"
"GFHA","HGS","Hastings Airport","Freetown","Sierra Leone","8.397130013","-13.12909985"
"GFKB","KBA","Kabala Airport","Kabala","Sierra Leone","9.638322913","-11.51556015"
"GFKE","KEN","Kenema Airport","Kenema","Sierra Leone","7.891290188","-11.17660046"
"GFLL","FNA","Lungi International Airport","Freetown","Sierra Leone","8.61644","-13.1955"
"GFYE","WYE","Yengema Airport","Yengema","Sierra Leone","8.610469818","-11.04539967"
"GGBU","BQE","Bubaque Airport","Bubaque","Guinea-Bissau","11.29735565","-15.83807945"
"GGCF","","Cufar Airport","Cufar","Guinea-Bissau","11.28789997","-15.18050003"
"GGOV","OXB","Osvaldo Vieira International Airport","Bissau","Guinea-Bissau","11.89480019","-15.65369987"
"GLBU","UCN","Buchanan Airport","Buchanan","Liberia","5.904167","-10.058333"
"GLCP","CPA","Cape Palmas Airport","Greenville","Liberia","4.379020214","-7.696949959"
"GLGE","SNI","Greenville Sinoe Airport","Greenville","Liberia","5.034309864","-9.066800117"
"GLMR","MLW","Spriggs Payne Airport","Monrovia","Liberia","6.289060116","-10.75870037"
"GLNA","NIA","Nimba Airport","Nimba","Liberia","7.5","-8.600000381"
"GLRB","ROB","Roberts International Airport","Monrovia","Liberia","6.23379","-10.3623"
"GLST","SAZ","Sasstown Airport","Sasstown","Liberia","4.666666985","-8.433333397"
"GLTN","THC","Tchien Airport","Tchien","Liberia","6.045650482","-8.138723373"
"GLVA","VOI","Voinjama Airport","Voinjama","Liberia","8.399999619","-9.767000198"
"GMAD","AGA","Al Massira Airport","Agadir","Morocco","30.32500076","-9.413069725"
"GMAG","GLN","Goulimime Airport","Goulimime","Morocco","29.02669907","-10.05029964"
"GMAT","TTA","Tan Tan Airport","Tan Tan","Morocco","28.44820023","-11.16129971"
"GMAZ","OZG","Zagora Airport","Zagora","Morocco","30.32029915","-5.866670132"
"GMFB","UAR","Bouarfa Airport","Bouarfa","Morocco","32.51430556","-1.983055556"
"GMFF","FEZ","Saïss Airport","Fes","Morocco","33.9272995","-4.97796011"
"GMFI","","Ifrane Airport","Ifrane","Morocco","33.50529861","-5.152900219"
"GMFK","ERH","Moulay Ali Cherif Airport","Er-rachidia","Morocco","31.94750023","-4.398330212"
"GMFM","MEK","Bassatine Airport","Meknes","Morocco","33.8791008","-5.515120029"
"GMFO","OUD","Angads Airport","Oujda","Morocco","34.78720093","-1.923990011"
"GMFU","","Fes Sefrou Airport","Fes","Morocco","34.0080986","-4.965559959"
"GMMA","SMW","Smara Airport","Smara","Western Sahara","26.7318","-11.6847"
"GMMB","GMD","Ben Slimane Airport","Ben Slimane","Morocco","33.655399","-7.22145"
"GMMD","BEM","Beni Mellal Airport","Beni Mellal","Morocco","32.401895","-6.315905"
"GMME","RBA","Rabat-Salé Airport","Rabat","Morocco","34.051498","-6.75152"
"GMMF","SII","Sidi Ifni Xx Airport","Sidi Ifni","Morocco","29.36669922","-10.18780041"
"GMMH","VIL","Dakhla Airport","Dakhla","Western Sahara","23.7183","-15.932"
"GMMI","ESU","Mogador Airport","Essadouira","Morocco","31.39749908","-9.681670189"
"GMML","EUN","Hassan I Airport","El Aaiún","Western Sahara","27.151699","-13.2192"
"GMMN","CMN","Mohammed V International Airport","Casablanca","Morocco","33.36750031","-7.589970112"
"GMMS","SFI","Safi Airport","Safi","Morocco","32.28329849","-9.233329773"
"GMMW","NDR","Nador International Airport","El Aroui","Morocco","34.98880005","-3.028209925"
"GMMX","RAK","Menara Airport","Marrakech","Morocco","31.60689926","-8.036299706"
"GMMY","NNA","Kenitra Airport","Kentira","Morocco","34.2989006","-6.595880032"
"GMMZ","OZZ","Ouarzazate Airport","Ouarzazate","Morocco","30.93910027","-6.909430027"
"GMTA","AHU","Cherif Al Idrissi Airport","Al Hociema","Morocco","35.17710114","-3.839519978"
"GMTN","TTU","Saniat R'mel Airport","Tetouan","Morocco","35.59429932","-5.320020199"
"GMTT","TNG","Ibn Batouta Airport","Tanger","Morocco","35.72689819","-5.916890144"
"GOBD","DSS","Blaise Diagne International Airport","Diass","Senegal","14.67","-17.073333"
"GODK","KDA","Kolda North Airport","Kolda","Senegal","12.89850044","-14.96809959"
"GOGG","ZIG","Ziguinchor Airport","Ziguinchor","Senegal","12.5556","-16.281799"
"GOGS","CSK","Cap Skirring Airport","Cap Skiring","Senegal","12.39533","-16.748"
"GOOK","KLC","Kaolack Airport","Kaolack","Senegal","14.14690018","-16.05130005"
"GOOY","DKR","Léopold Sédar Senghor International Airport","Dakar","Senegal","14.73970032","-17.49020004"
"GOSM","MAX","Ouro Sogui Airport","Matam","Senegal","15.59360027","-13.32279968"
"GOSP","POD","Podor Airport","Podor","Senegal","16.68300056","-14.96700001"
"GOSR","RDT","Richard Toll Airport","Richard Toll","Senegal","16.43300056","-15.64999962"
"GOSS","XLS","Saint Louis Airport","St. Louis","Senegal","16.05080032","-16.46319962"
"GOTB","BXE","Bakel Airport","Bakel","Senegal","14.84729958","-12.46829987"
"GOTK","KGG","Kédougou Airport","Kedougou","Senegal","12.57229996","-12.22029972"
"GOTS","SMY","Simenti Airport","Simenti","Senegal","13.04679966","-13.29539967"
"GOTT","TUD","Tambacounda Airport","Tambacounda","Senegal","13.73680019","-13.65310001"
"GQNA","AEO","Aioun el Atrouss Airport","Aioun El Atrouss","Mauritania","16.7112999","-9.637880325"
"GQNB","OTL","Boutilimit Airport","Boutilimit","Mauritania","17.53300095","-14.68299961"
"GQNC","THI","Tichitt Airport","Tichitt","Mauritania","18.45000076","-9.517000198"
"GQND","TIY","Tidjikja Airport","Tidjikja","Mauritania","18.57010078","-11.42350006"
"GQNE","BGH","Abbaye Airport","Boghe","Mauritania","16.63331413","-14.20000076"
"GQNF","KFA","Kiffa Airport","Kiffa","Mauritania","16.59000015","-11.40620041"
"GQNH","TMD","Timbedra Airport","Timbedra","Mauritania","16.2329998","-8.166999817"
"GQNI","EMN","Néma Airport","Nema","Mauritania","16.62199974","-7.316599846"
"GQNJ","AJJ","Akjoujt Airport","Akjoujt","Mauritania","19.73301697","-14.38324928"
"GQNK","KED","Kaédi Airport","Kaedi","Mauritania","16.15950012","-13.50759983"
"GQNL","MOM","Letfotar Airport","Moudjeria","Mauritania","17.75","-12.5"
"GQNO","NKC","Nouakchott–Oumtounsy International Airport","Nouakschott","Mauritania","18.31","-15.9697222"
"GQNS","SEY","Sélibaby Airport","Selibabi","Mauritania","15.1796999","-12.20730019"
"GQNT","THT","Tamchakett Airport","Tamchakett","Mauritania","17.2329998","-10.81700039"
"GQPA","ATR","Atar International Airport","Atar","Mauritania","20.5067997","-13.04319954"
"GQPF","FGD","Fderik Airport","Fderik","Mauritania","22.66699982","-12.7329998"
"GQPP","NDB","Nouadhibou International Airport","Nouadhibou","Mauritania","20.93309975","-17.03000069"
"GQPT","","Bir Moghrein Airport","Bir Moghrein","Mauritania","25.23670006","-11.58870029"
"GQPZ","OUZ","Tazadit Airport","Zouerat","Mauritania","22.75639915","-12.48359966"
"GUCY","CKY","Conakry International Airport","Conakry","Guinea","9.57689","-13.612"
"GUFA","FIG","Fria Airport","Fira","Guinea","10.35060024","-13.56919956"
"GUFH","FAA","Faranah Airport","Faranah","Guinea","10.03549957","-10.76980019"
"GUKR","","Kawass Airport","Kamsar","Guinea","10.65100002","-14.53359985"
"GUKU","KSI","Kissidougou Airport","Kissidougou","Guinea","9.160559654","-10.12440014"
"GULB","LEK","Tata Airport","Labe","Guinea","11.32610035","-12.28680038"
"GUMA","MCA","Macenta Airport","Macenta","Guinea","8.481857","-9.525071"
"GUNZ","NZE","Nzérékoré Airport","Nzerekore","Guinea","7.806019306","-8.701797485"
"GUOK","BKJ","Boké Baralande Airport","Boké","Guinea","10.9658","-14.2811"
"GUSB","SBI","Sambailo Airport","Koundara","Guinea","12.57269955","-13.35849953"
"GUSI","GII","Siguiri Airport","Siguiri","Guinea","11.43299961","-9.166999817"
"GUXN","KNN","Kankan Airport","Kankan","Guinea","10.39400005","-9.303799629"
"GVAC","SID","Amílcar Cabral International Airport","Amilcar Cabral","Cape Verde","16.7414","-22.9494"
"GVAN","NTO","Agostinho Neto Airport","Ponta do Sol","Cape Verde","17.20280075","-25.09059906"
"GVBA","BVC","Rabil Airport","Boa Vista","Cape Verde","16.1364994","-22.88890076"
"GVBR","BVR","Esperadinha Airport","Brava Island","Cape Verde","14.86430556","-24.746"
"GVMA","MMO","Maio Airport","Maio","Cape Verde","15.1559","-23.21369934"
"GVMT","MTI","Mosteiros Airport","Vila do Mosteiros","Cape Verde","15.04500008","-24.33919907"
"GVNP","RAI","Praia International Airport","Praia, Santiago Island","Cape Verde","14.92450047","-23.49349976"
"GVSF","SFL","São Filipe Airport","Sao Filipe, Fogo Island","Cape Verde","14.88500023","-24.47999954"
"GVSN","SNE","Preguiça Airport","Sao Nocolau Island","Cape Verde","16.58839989","-24.28470039"
"GVSV","VXE","São Pedro Airport","Sao Vicente Island","Cape Verde","16.83320045","-25.05529976"
"HAAB","ADD","Addis Ababa Bole International Airport","Addis Ababa","Ethiopia","8.977890015","38.79930115"
"HAAL","","Lideta Army Airport","Addis Ababa","Ethiopia","9.003685","38.725498"
"HAAM","AMH","Arba Minch Airport","Arba Minch","Ethiopia","6.039390087","37.59049988"
"HAAX","AXU","Axum Airport","Axum","Ethiopia","14.14680004","38.77280045"
"HABC","BCO","Baco Airport","Baco","Ethiopia","5.78287","36.562"
"HABD","BJR","Bahir Dar Airport","Bahar Dar","Ethiopia","11.60809994","37.32160187"
"HABE","BEI","Beica Airport","Beica","Ethiopia","9.386389732","34.52190018"
"HADC","DSE","Combolcha Airport","Dessie","Ethiopia","11.08250046","39.71139908"
"HADD","DEM","Dembidollo Airport","Dembidollo","Ethiopia","8.553999901","34.85800171"
"HADM","DBM","Debra Marcos Airport","Debre Marqos","Ethiopia","10.35000038","37.71699905"
"HADR","DIR","Aba Tenna Dejazmach Yilma International Airport","Dire Dawa","Ethiopia","9.624699593","41.85419846"
"HADT","DBT","Debre Tabor Airport","Debre Tabor","Ethiopia","11.96700001","38.0"
"HAFN","FNH","Fincha Airport","Fincha","Ethiopia","9.583000183","37.34999847"
"HAGB","GOB","Robe Airport","Goba","Ethiopia","7.1160634","40.0463033"
"HAGH","GNN","Ghinnir Airport","Ghinnir","Ethiopia","7.150000095","40.71699905"
"HAGL","GLC","Geladi Airport","Geladi","Ethiopia","6.98443985","46.42139816"
"HAGM","GMB","Gambella Airport","Gambella","Ethiopia","8.128760338","34.56309891"
"HAGN","GDQ","Gonder Airport","Gondar","Ethiopia","12.51990032","37.43399811"
"HAGO","GDE","Gode Airport","Gode","Ethiopia","5.935130119","43.57860184"
"HAGR","GOR","Gore Airport","Gore","Ethiopia","8.1614","35.5529"
"HAHM","QHR","Harar Meda Airport","Debre Zeyit","Ethiopia","8.7163","39.0059"
"HAHU","HUE","Humera Airport","Humera","Ethiopia","14.25","36.58300018"
"HAJJ","JIJ","Wilwal International Airport","Jijiga","Ethiopia","9.3325","42.9121"
"HAJM","JIM","Jimma Airport","Jimma","Ethiopia","7.666090012","36.8166008"
"HAKD","ABK","Kabri Dehar Airport","Kabri Dehar","Ethiopia","6.734","44.252998"
"HAKL","LFO","Kelafo East Airport","Kelafo","Ethiopia","5.657000065","44.34999847"
"HALA","AWA","Awassa Airport","Awasa","Ethiopia","7.066999912","38.5"
"HALL","LLI","Lalibella Airport","Lalibella","Ethiopia","11.97500038","38.97999954"
"HAMA","MKS","Mekane Selam Airport","Mekane Selam","Ethiopia","10.7254","38.7415"
"HAMK","MQX","Mekele Airport","Makale","Ethiopia","13.4673996","39.53350067"
"HAMM","ETE","Metema Airport","Metema","Ethiopia","12.93299961","36.16699982"
"HAMN","NDM","Mendi Airport","Mendi","Ethiopia","9.767000198","35.09999847"
"HAMR","MUJ","Mui River Airport","Omo National Park","Ethiopia","5.8646","35.7485"
"HAMT","MTF","Mizan Teferi Airport","Mizan Teferi","Ethiopia","6.9571","35.5547"
"HANG","EGL","Negele Airport","Negele Borana","Ethiopia","5.2897","39.7023"
"HANJ","NEJ","Nejjo Airport","Nejjo","Ethiopia","9.5500001","35.466995"
"HANK","NEK","Nekemte Airport","Nekemte","Ethiopia","9.050000191","36.59999847"
"HAPW","PWI","Beles Airport","Pawe","Ethiopia","11.3126","36.4164"
"HASD","SXU","Soddu Airport","Soddu","Ethiopia","6.816999912","37.75"
"HASK","SKR","Shakiso Airport","Shakiso","Ethiopia","5.6923","38.9764"
"HASL","HIL","Shilavo Airport","Shilavo","Ethiopia","6.083330154","44.76670074"
"HASM","SZE","Semera Airport","Semera","Ethiopia","11.7875","40.9915"
"HASO","ASO","Asosa Airport","Asosa","Ethiopia","10.01850033","34.5862999"
"HATP","TIE","Tippi Airport","Tippi","Ethiopia","7.2024","35.415"
"HAWC","WAC","Waca Airport","Waca","Ethiopia","7.166999817","37.16699982"
"HAWR","WRA","Warder Airport","Warder","Ethiopia","6.9724","45.3334"
"HBBA","BJM","Bujumbura International Airport","Bujumbura","Burundi","-3.324019909","29.31850052"
"HBBE","GID","Gitega Airport","Gitega","Burundi","-3.417209","29.911308"
"HBBO","KRE","Kirundo Airport","Kirundo","Burundi","-2.544772","30.094575"
"HCMA","ALU","Alula Airport","Alula","Somalia","11.9582","50.748"
"HCMB","BIB","Baidoa Airport","Baidoa","Somalia","3.102220058","43.62860107"
"HCMC","CXN","Candala Airport","Candala","Somalia","11.494","49.9085"
"HCMD","BSY","Bardera Airport","","Somalia","2.336111","42.307778"
"HCME","HCM","Eil Airport","Eyl","Somalia","8.104","49.82"
"HCMF","BSA","Bosaso Airport","Bosaso","Somalia","11.27530003","49.1493988"
"HCMG","GSR","Gardo Airport","Gardo","Somalia","9.517000198","49.08300018"
"HCMH","HGA","Egal International Airport","Hargeisa","Somalia","9.518170357","44.08879852"
"HCMI","BBO","Berbera Airport","Berbera","Somalia","10.38920021","44.94110107"
"HCMJ","LGX","Lugh Ganane Airport","Luuq","Somalia","3.8124","42.5459"
"HCMK","KMU","Kisimayu Airport","Kismayu","Somalia","-0.377353013","42.45920181"
"HCMM","MGQ","Aden Adde International Airport","Mogadishu","Somalia","2.01444006","45.30469894"
"HCMN","BLW","Beletwene Airport","Beledweyne","Somalia","4.766976","45.2388"
"HCMO","CMO","Obbia Airport","Obbia","Somalia","5.366666794","48.51666641"
"HCMR","GLK","Galcaio Airport","Galcaio","Somalia","6.780829906","47.45470047"
"HCMS","CMS","Scusciuban Airport","Scusciuban","Somalia","10.30000019","50.23300171"
"HCMU","ERA","Erigavo Airport","Erigavo","Somalia","10.64205055","47.38798141"
"HCMV","BUO","Burao Airport","Burao","Somalia","9.5275","45.5549"
"HCMW","GGR","Garowe Airport","Garowe","Somalia","8.457942","48.567407"
"HDAM","JIB","Djibouti-Ambouli Airport","Djibouti","Djibouti","11.54730034","43.15950012"
"HDAS","AII","Ali-Sabieh Airport","Ali-Sabieh","Djibouti","11.14688889","42.72"
"HDMO","MHI","Moucha Airport","Moucha Island","Djibouti","11.71666718","43.20000076"
"HDOB","OBC","Obock Airport","Obock","Djibouti","11.96700001","43.26699829"
"HDTJ","TDJ","Tadjoura Airport","Tadjoura","Djibouti","11.78299999","42.91699982"
"HE24","SEW","Siwa Oasis North Airport","Siwa","Egypt","29.34550095","25.50670052"
"HEAL","DBB","El Alamein International Airport","Dabaa City","Egypt","30.92449951","28.46139908"
"HEAR","AAC","El Arish International Airport","El Arish","Egypt","31.07329941","33.83580017"
"HEAT","ATZ","Assiut International Airport","Asyut","Egypt","27.04649925","31.01199913"
"HEAX","ALY","El Nouzha Airport","Alexandria","Egypt","31.18390083","29.94890022"
"HEAZ","","Almaza Air Force Base","Cairo","Egypt","30.09180069","31.36000061"
"HEBA","HBE","Borg El Arab International Airport","Alexandria","Egypt","30.91769981","29.69639969"
"HEBL","ABS","Abu Simbel Airport","Abu Simbel","Egypt","22.37599945","31.61170006"
"HEBS","","Beni Suef Air Base","Beni Suef","Egypt","29.20829964","31.01659966"
"HECA","CAI","Cairo International Airport","Cairo","Egypt","30.12190056","31.40559959"
"HECP","CCE","Capital International Airport","","Egypt","30.064358","31.837643"
"HECW","CWE","Cairo West Airport","Cairo","Egypt","30.11639977","30.91539955"
"HEDK","DAK","Dakhla Airport","","Egypt","25.41160011","29.00309944"
"HEGN","HRG","Hurghada International Airport","Hurghada","Egypt","27.17830086","33.79940033"
"HEGR","EGH","El Gora Airport","El Gorah","Egypt","31.068559","34.129629"
"HEGS","","Jiyanklis Air Base","Jiyanklis","Egypt","30.81979942","30.19120026"
"HEKG","UVL","El Kharga Airport","","Egypt","25.47360039","30.59070015"
"HELX","LXR","Luxor International Airport","Luxor","Egypt","25.671","32.7066"
"HEMA","RMF","Marsa Alam International Airport","Marsa Alam","Egypt","25.5571003","34.58369827"
"HEMK","HMB","Sohag International Airport","Sohag","Egypt","26.342778","31.742778"
"HEMM","MUH","Mersa Matruh Airport","Mersa-matruh","Egypt","31.3253994","27.22170067"
